Data_Hora,Frequencia_MHz,Caminho_Audio,Texto_Transcrito
2026-05-25 22:41:40,100.9,dados/projetos/sessao_20260525_2212/audios/audio_22h41m32s.wav,"Eu não sei assim, eu não sei assim, que são mesmo assim, você sempre assim. Maria da Graça, pena burgos, nasceu em Salvador em 1945 e começou a cantar profissionalmente na década de 1960. Fanda Boça Nova, a jovem conheceu em 1963 o ídolo João Gilberto, que é chamou de a maior cantora do Brasil, um elogio e tanto para uma artista iniciante. Minha voz, minha vida Ainda em 63, da ocosta conheceu Caetano Veloso, de Roberto Gil, Maria Betânia e Tom Zé. Jomem Stalintos que acompanhou no ano seguinte no show nosso por exemplo. Em 1965, gravou a primeira música, só o negro, uma parte se passou no disco destraia de Maria Betânia. Fale a nossa senhora, A quanto tempo ele fosse embora. Já fixado no Sudeste do Brasil, o grupo de baianos se juntou a outros artistas e fundou na segunda metade dos anos 1960, o movimento tropicalista, marcado pela fusão de ritmos regionais, cultura pop, rocky psicoadélico e experimentalista."
2026-05-25 22:43:03,100.9,dados/projetos/sessao_20260525_2212/audios/audio_22h42m50s.wav,"e foi registrada no disco manifesto tropicalha opânisex ciências de 1968. Baby, baby, Eu sei que eu sou Eu sei que eu sou Precisa tomar o sol vetido Na luxumete E andar pra gente Durante os anos mais duros do regime militar, Galgosta estrelou em 1971 Uma série de shows intitulada Fatal. A mistura refinada de clássicos do cancioneiro nacional com a vanguarda tropicalista e eu emblemático disco duplo ao vivo, fatal, gal a todo vapor. Abandonando o experimentalismo dos primeiros anos, Nel costa se consolidou como uma das maiores cantoras da música brasileira, a partir do disco Galtropical de 1979, que vendeu mais de um milhão de cópias e dominou as rádios com elite baracer do e worn e e e e e"
2026-05-25 22:44:16,100.9,dados/projetos/sessao_20260525_2212/audios/audio_22h44m08s.wav,"Na década de 1990, E Augusta já era uma cantora consagrada, notando casas de shows e batendo recordes de vendas. Sem brousada, na torne do disco, O sorriso do gato de Alice, de 1993, a artista causou polêmica ao cantar a música Brasil com seus amostros. Nos últimos anos de vida, da Galkostas que aproximou de artistas mais jovens, gravando com novos talentos e fazendo shows que atraiam antigas e novas gerações. A carreira da cantora ciência é rouba em 2022 quando foi vítima de um aparto fuminante. Agora, para celebrar uma das maiores vozes da música brasileira, vamos ouvir chuva de prata, sucesso do disco profana de 1984. Se tem no ar no céu Rediro ver o empaixo ver Sobe o nosso amor Chú vai de trata que cai sem parar Quase iminata que tanto esperar Beijo!"
2026-05-25 22:45:48,100.9,dados/projetos/sessao_20260525_2212/audios/audio_22h45m27s.wav,"Vo Nelson, anatis lazando Passando o Colo de회 Toda vez que o amor me servem comigo Mas se lembram, isso é a reprender Você deve acreditar no que é lino favourited one yeah ah usou Māmm, meu realistically�örدا fal他是 é INA"
2026-05-25 22:46:57,100.9,dados/projetos/sessao_20260525_2212/audios/audio_22h46m45s.wav,"geScript reminding um meu pedido enquanto se esquece de me�azter com um ano toda vez você tenho forged mas... Hey... own de seeing Enquanto se esquece de mim lembra da canção A lua bonita no céu, mockre o nosso amor"
2026-05-25 22:48:10,100.9,dados/projetos/sessao_20260525_2212/audios/audio_22h48m03s.wav,"Acabamos de ouvir Gal Costa com um grande sucesso, chuva de prata. Música presente no disco profana, lançado em 1984. A Rádio Senado apresentou... Curta musical... Agora em Brasília, a minha noite, 47. O Jamal do Senado, as notícias mais importantes sobre tudo que acontece no Senado Federal, você ouve diariamente dentro do programa A voz do Brasil. Não perca de segunda sexta-feira às sete meia da noite pela hora de Brasília. Bom, você também na internet em Senado.leg.br para Rádio. Os museus preservam a nossa história e nossa cultura. É a São Bador, por forte de Santo Antônio da Barra, pela minha edificação em Antônio da País, e um museu náutico com sua coleção de achados sumarinas em Newton e uma regação guardam parte importante da história brasileira e compõem um dos principais cartões postais da Álvaro."
2026-05-25 22:49:37,100.9,dados/projetos/sessao_20260525_2212/audios/audio_22h49m21s.wav,"Onde a baixa? Visite a luz, é o perto de você. Uma campanha radicionado. Abrindo mais um bloco musical, de Javé. E da duper de mim, que temora na semente. Meu pai disse meu fim, noite fria, tempo verde. Lampar para dizerrés, apres toolbox Quem vem amor ao certe já deviu Chanda minha fé"
2026-05-25 22:51:13,100.9,dados/projetos/sessao_20260525_2212/audios/audio_22h50m39s.wav,"Am呀 sliding wind Guru sonor Whether Water Rlandas 인터�ido Sonoro graduador Reme Museu Ryu Uma coisa Cortador roubou Tackle Lia Crisis A erra pra ser smerro trendemente Lambação de sete, apreison"
2026-05-25 22:52:02,100.9,dados/projetos/sessao_20260525_2212/audios/audio_22h51m57s.wav,"O que sou? Tentei amor aos ventes Já me deu a minha dor A gente está morrendo Sai até essa roda, veia distansa Veia pro meu colo, veia namorando Amoreno Quem está a sua menina, mas já sei amar A princípio mais cedo, só preencima Amoreno Fílios tava aí, assim você não vê Não me passou bem, eu não vou lhe lhe enamorendo Fílios tava aí, assim você não vê Não me passou bem"
2026-05-25 22:53:28,100.9,dados/projetos/sessao_20260525_2212/audios/audio_22h53m15s.wav,"O meu amor, amoreno Seus bebendo o farando, pois dando do que me sento, amoreno Tá a desta ronda, venha que escantar Venha pro meu qual, venha namorar, amoreno Quinta-fomina, mas já sei amar A"
2026-05-25 22:54:44,100.9,dados/projetos/sessao_20260525_2212/audios/audio_22h54m33s.wav,"Se você não vem, não lhe passa um tempo na bolinha na amoreno Vivem a façuna, pegam-se para meu coração Se prender na valetia, feia mar, um velo amor, amoreno Se devem levar andar, vai sendo louquim e sendo amoremo Se deve na fala que eu sei amar o meu amor, amoremo Se devem levar andar, vai sendo louquim e sendo amoremo Amorendo Amorendo Amorendo"
2026-05-25 22:55:58,100.9,dados/projetos/sessao_20260525_2212/audios/audio_22h55m51s.wav,"103,9. Sua imigua é o país da contradição Que eu canto por ele da levada Na liga imonada, na líquada pernação A meu sabe tudo tem A jimiro não molhei no chave dessa nação Quem foi, fez o sangue volar Quem foi, fez o corpo salvar Quem foi, fez a imagina ter na boa Quem foi, fez o corpo encolgar Quem foi, foi, foi, foi Quem foi que tem suçado cantor de vato A E desairi o dia O fôio foi Fôio foi Fôio pra se sofrer Paguei a sua paguei Fôio foi Fôio de vato Fôio de vato Fôio de vato Fôio de vato Fôio foi Fôio foi Fôio pra se sofrer"
2026-05-25 22:57:21,100.9,dados/projetos/sessao_20260525_2212/audios/audio_22h57m09s.wav,"Já que sou brasileiro do tempero do batom, que entrou que do brigadeiro do bandeiro e do repito, O banho de roco do bómino da Platinella O está pra passar ela dessa Uma brasileira desventando da la dena Nas ruíra da banho E ela Essa é uma brasileira desventando Da la dena nas ruíra da banho E ela Já sou brasileiro do quepeiro Do batuco do truco Do picadelo do pandoiro Do repito do pico No pandoiro da platinella Isso não é da passar ela Desse uma brasileira desventando Da la dena duela da banho E ela e sai a mova idade. Tem<|haw|><|en|>"
2026-05-25 22:58:35,100.9,dados/projetos/sessao_20260525_2212/audios/audio_22h58m28s.wav,"O que é isso quando for? O que é isso quando for? O que é isso quando for? Eu canto correi da levada, na lida e bota, na livada perroção Afansar mudando o tempo, na jica do mano lendo o charme dessa nação Quem foi que fez o sangue volar? Quem foi que fez o pouco sangar? Quem foi que fez a enra de melador? Quem foi que fez o pop e bocar? Quem foi que fez o sangue no lugar? Quem fez o sapo cantor de la voa? Tinha um boi posto e foi? Contra e se sou bem? A caixa saquei e me desfando porra? Emcerrando mais um bloco musical, nosso 4, Jack sobrasileiro, Fafad Belém, Filho da Bahia, de java, lambada de serpente."
2026-05-25 22:59:54,100.9,dados/projetos/sessao_20260525_2212/audios/audio_22h59m46s.wav,"Você está em um cenário, se realizada com o Brasil. O Jazz do Brasil está em improviso com Flávio de Matos. Olá pessoal, aqui você ouve melhor do Samba Jazz e ainda todas as misturas que enriquecem a música brasileira. e proviso sexta-feira 11 da noite, sábado a seis da tarde e segunda-feira às três da manhã em pelo horário de mergina. Todos os dias, milhões de pessoas com partir de algumas estradas, por isso atitudes responsáveis do trânsito são fundamentais para preservar vidas, dirigir o soberefeito de álcool, ultrapassar de forma perigosa, é uma preveção, por três aspectados limites de velocidade, colocam vidas em isso. A prevenção é o caminho para um prédio e com mais segura em um ano. Não é o jeito que a gente te conta, uma parceria rádio senado e rádio cãora. Você sabe como ficaram seus direitos depois da reforma trabalhista? O laborador tem direito de receber as restas trabalhadas com a cri..."
2026-05-25 23:01:11,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h01m04s.wav,"é a simulinomínimo 50% de as outras e 100% aos domingos e feriados, mas com as das erras é possível a compensação das alas extras com o sistema de banco de horas. Entenda seus direitos uma parceria com a rádio Câmara e a rádio Senado. Agora em Brasília ponto a um hora. O C487, Rádio Semado, Brasília, FN 91.7 VEGA-RES Em São Luís, 96.9, Em Rio Branco, 100.9 E em Cuiabá, 102.5 Rádio Semado O SON TIA do MEDEiros e você vive agora as principais notícias por Senado Federal. O Senado vai amanezá-lo em projeto que amplia de 18 para 21 anos a idade máxima para a hora for de vítimas de feminicídio, recebendo em pensão especial. O benefício pode ser pago até os"
2026-05-25 23:02:31,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h02m22s.wav,"dos 24 anos, caso o filho esteja estudando, a proposta também garante um salário mínimo para cada órfão e um brilho de renda familiar para acessar a pensão. A altura da cena para a cultura e o góssia do PSDD de Alagoas destaca que em média cada filme inicia deixa dois filhos afetados. A realidade desses órfãos é marcada por múltiplas vulnerabilidades, além do trama psicológico decorrente da perida, violenta da mãe, frequentemente presenciada, muitas dessas crianças enfrentam instabilidade econômica, mudanças à búpitas de exidência, em alguns casos, a separação entre irmãos. Para que no sentido de assuntos econômicos deve voltar nesta terça-feira, o projeto que cría na linha especial de crédito para a renegociação de dívidas do lado da negocio, a proposta para que traz o dia até dezenos para apagamento e carência de dois anos. O renator, senador René Calhérios do M.D. V. de Amagolas, ampliou uma classe da medida para outras produtores individados. Uma medida para a visória com critério de empadramento, de juros, de carecia e de prazo de dez anos para pagar."
2026-05-25 23:03:49,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h03m40s.wav,"Outras notícias sobre o Senado estão disponíveis em Senado.leg.br. Senado em dois minutos, com a tradição Rádio Senado. Rádio Senado. Uma ótima terça-feira para você que ouve arradiocenado, por que seguimos com um programação musical de Gilberto Amorim. Vamos ouvir Marcelo Geneci. accordar os carriscos Autor da Roma F Tahir Vengo Treino no fundo JENNA se estom feita"
2026-05-25 23:05:13,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h04m58s.wav,Eu não quero ver você O esse custo de serão na boca Aduíre já por ti O na roça nunca morre Desagrochou Eu não quero ver você Eu não quero ver você Eu não quero ver você Eu não quero ver você Eu não quero ver você Eu não quero ver você Eu não quero ser tropejando o que eu nem quero Casolina vai subir de preço Eu não quero nunca mais ser o líder exorpo ao começo do fim Ou eu fui eu vou partir Casidade garante da providar Arran скоро meio dia beneath a mangaisa Pra você gostar-se As ansatridas estão juntos Makarida caça os piritas daупida Na mangaisa pra você gostar
2026-05-25 23:06:22,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h06m16s.wav,Veja de ser a coir e já mudou de cor Com uma roda nunca não desábrujo O que nós queros ver você Com esse gosto de saber o que nunca A coir e já mudou de cor Uma roda nunca não há de abrajo Eu não quero ver você Eu não quero ver Você não quer me A polina faz por ir de preço Eu não quero me estar na seu ingereço Ou eu conheço do fim Ou eu fui Eu vou partir Pra citar de garante da prohibita
2026-05-25 23:07:46,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h07m34s.wav,com<|ht|>as e facabipe Sem goggles te construction Você que fazem parte dessa massa que passa nos projetos.
2026-05-25 23:09:04,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h08m52s.wav,"É duro, é duro, santo ter que caminhar E dá muito mais do que receber E ter que demonstrar com a coragem A margem do tipo óssefo merecer E ver que toda essa ingranagem já sente a fêlula de ir comer Eu, cuidado de gato, vou marcar tu é, vou ropelista Eu 500 moto Transfrom Algo Por80 Só agora deix撥張 Duygusal A mobila Eu quero Tre준 O mundo é um mau."
2026-05-25 23:10:15,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h10m10s.wav,Usar automóveis ou bem anoticia Usar domens a publicão no jornal E porra em a trapeza Tamo drogada A única feliz chegou Demoram-se na beira da estrada E façam a contar o que sobrou É a oubo-fe-lista É a oubo-fe-lista O povo pode dar ignorância A pesar de viver tão perto dela Isso sonha com melhores
2026-05-25 23:11:39,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h11m29s.wav,"Os tempos e os idos Conte tempo, essa vida numa cela Espera um nova possibilidade De ver esse mundo se acabar A arca de Noel, de Gio Não vou nem se pode controlar Não vou a um nem se pode mutuar Eu ouvi de cá-tulo, como marcado é Vou conferir Eu vou me dar de casa Vou tomar de casa Eu vou conferir"
2026-05-25 23:13:16,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h12m47s.wav,"Rádio Senado, Rio Branco, sem Virgula Nove.可愛 Gore em leopard no quarto Thств de água zen criarТак cuido Bem-nendoso para tocar Dese dia bom do porro Falto porro para virar Faneci dia bom do porro Falto porro para virar Todo mundo que mora por ali"
2026-05-25 23:14:28,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h14m05s.wav,"Decidia não pode arresistir Quando o dia o toque do piano Se a alegra vai sair arrequebrando E teza maga será que erudo Tançou ano inteira sem parar Que é que estúbido e todos E se cavo ficado no pra festa se acabar Decidia o boto, boto por lá Pede esse dia, põ, bó, bó, bó, bó, bó, tudo pra virar Veia noito o bem, é assim, fezou Que põ, põ, tal, de roque, roque Os matos que irão no salão Não quis, eram mais chote, nem baian Era briga, se palácil, chachado Foi aí que eu vi que no sertão Também tem os matos, o teu tear Desse dia bom no fogo, no falto do rádio Quando esse dia bom no fogo, falto do fogo, pra virar Gamondeera"
2026-05-25 23:15:46,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h15m23s.wav,"Coronê o antoio perto dos viados casamentos e sua filha julia Ele não quis ser monero, hoje o Rio de Janeiro encontra-tou Bem nele, isto é a contar Este dia bordo, bordo por rádirá Quando este dia bordo, bordo por rádirá Desci viaounds cor quando multifar Divine"
2026-05-25 23:16:47,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h16m41s.wav,"Recilia a modo bom, falta por pra virar Recilia a modo bom, falta por pra virar Coro, sem quem morre Acabamos de ouvir geral do azevedo Matuto Transviado, Cassia Elher, admirável gado novo, Marcelo Geneci, Veja Margarida. É a dissemada. Em Brasil é uma vez em 6. Nesta semana, no Escala Brasileira, o guitarrista de Miólida. Às vezes, numa estronia, mas eu tenho uma paixão pela música. Seja lá um dia e seja um próprio, um pop, um regmet, um doido, eu gosto de música, eu gosto de ouvir música. Escalabrasa e alegre!"
2026-05-25 23:18:05,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h17m59s.wav,"R$ 20,3 horas na Rádio Senado, R$ 13,5 de amaviórias e na Piaça 3 da Madrigada. Sentiu cheiro de gas, saiba o que fazer. Feche a válvula do Botijão, abra todas as portas e janelas. Desriga a energia elétrica do local, não assenda fósforos nem skeiros. Leve o Botijão para um local arigado. Se necessário, acione o corpo de bombeiros, ligue um 9-3. Fique sempre atento, com gas, todo cuidado é pouco. Uma campanha rado senado. Fique agora com Joyce Moreno. Agora de hora o meu coração pega a pensão"
2026-05-25 23:19:26,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h19m17s.wav,Será que ele também de mim não se esqueceu? Será que embora um bom coração Desseja mal ao homem? Será que diz que nem se quer Me conhecer? Quando é tempo de ser ináco Quando é hora de reponhar Porque vai bem na gente um bem que é bom Amado Geneva?
2026-05-25 23:20:40,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h20m35s.wav,"Quando nem uma luz se vê Nem um dia além da noite sem gostar Agora mora o meu coração Só vi como quer Seu outra doce man A dor de ser o Lord, E está a sua mãe, Quando você vier. Quando é tempo de ser na Um galoradinho polêm O que for isso?"
2026-05-25 23:22:02,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h21m53s.wav,"E na gente não vem quem não Quando já nem balança o mar Quando nem o malo e se vê Nem um dia além da noite sem gostar Agora mora o meu coração, sozinho como quer, sem um retrato sinã, a dor de ser quando andou têm que te paraixer"
2026-05-25 23:23:51,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h23m11s.wav,"Vele a amiga, eu volco a nossa casa Já não te encontro alegre quase humana Corpo pintado de branco e marrom E uma tristeza nulha, como se conhecidou milenar exactly o release burning ai não ferry"
2026-05-25 23:24:44,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h24m29s.wav,"O território de brincar Almoço aos domímpicos a velha fares Todos vão inventando nuevos segredos Fica aos inicia branco e marromo E a tristeza me denar Mas os meninos voltaram a brincar Como se ainda sentissem o seu olhar Diana, Diana, Diana, Diana..."
2026-05-25 23:26:17,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h25m47s.wav,"Amor suar com ídios, a velha flara Todos vão ir tentando novos segredos Fica ausência branque marrom E a tristeza milha dar Mais os meninos voltarem a brincar Como se ainda sentir sem você unhar Repeat passive, repeat eliminationmit crossing لمancel optimizing"
2026-05-25 23:27:11,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h27m06s.wav,"Rádio Senado Porto Velho 103,7 Todo mundo sabe, basta sabe que a cidade vai sumir com tepá-sta uma É a cidade que vai avançar e não, mas você não vê Mas da próxima vez que eu for a Brasília, eu trago uma flor do Cerrado pra você Mas da próxima vez que eu for a Brasília, eu trago uma flor do Cerrado pra você Tem que ter um jeito, vai dar certos, É me diz que ninguém vai precisar morrer para ser, Para todo o semelho. Eu vou ser, Todo fim de ano, eu pidi, Nada mas o cara, E ninguém tem mesmo nada a perder."
2026-05-25 23:28:31,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h28m24s.wav,"Eu quero ver, óleo pra você tudo vai nascer Mas da próxima vez que eu for a bravida Eu trago uma flor do serrado pra você Mas da próxima vez que eu for a bravida Eu trago uma flor do serrado pra você Tava fininha, eu refi de mim, tô machina, migrado O que já é lá, o que já vem Todo ano é bom, todo mundo é bem Você tem amor em mim Todo mundo sabe, você sabe que a cidade vai sujar De baixo, o balão É esse desco que vai almoçar E não, mas você é bom ver Mas é próxima vez que eu for a Brasília É o frago, uma foto serrado pela centro Mas a próxima vez que eu for a brazilha Eu trago uma foto serrado pra você Bem que tenho um jeito, vai dar certo Você me diz que ninguém vai precisar morrer Para ser, para tudo ser Eu você"
2026-05-25 23:29:47,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h29m42s.wav,"Todo fim de mundo afim de nada, mas no que era ninguém tem mais uma da p dê, eu quero vir Olha pra você, tu vai na cena, mas a próxima vez que eu por a brasileiro Eu trago uma foda, serado pra você Mas a próxima vez que eu for amazilé Que eu pago uma foto seado para você Emcerramos o bloco com o Mariana de Morais, flor do Cerrado, boca livre e mosca, Diana, Joyce Moreno, fora de hora. Adicionado Agora em Brasília 199 Projetos em destaque"
2026-05-25 23:31:07,100.9,dados/projetos/sessao_20260525_2212/audios/audio_23h31m00s.wav,"as principais propostas em análise no cenário. Põe esses projetos que vão começar a ser debatidos, as novas ideias e sugestões legislativas, alpinham dos autores e o caminho das propostas até a sua votação. Projetos em testarque, sexta-feira, as duas da tarde, e sábada azoito da manhã pela horário de Brasília. O respeito do preso é um patrimista político, respeitar a faixa de pedestres, mantendo distoça segura entre veículos e sinalizar corretamente, são atitudes que ajudam a prevenir as cidades e salvar vidas. Uma convivência segura nas vias depende da atenção e da responsabilidade de todos, e começa com pequenos gestos. O próprio Tokadat de tudo conta, uma parceria rádio semado e rádio canora. Abrindo bloco, alcione."
